destination,time,goodput_mbps
server7,32.0,55.05024
server7,32.2,56.84256
server7,32.4,29.0096
server7,32.6,28.83584
server7,32.8,57.01632
server7,33.0,28.83584
server7,33.2,54.39488
server7,33.4,28.83584
server7,33.6,57.67168
server7,33.8,28.18048
server7,34.0,57.67168
server7,34.2,26.2144
server7,34.4,57.01632
server7,34.6,28.83584
server7,34.8,57.01632
server7,35.0,28.83584
server7,35.2,55.05024
server7,35.4,28.18048
server7,35.6,57.67168
server7,35.8,28.60416
server7,36.0,57.248
server7,36.2,28.83584
server7,36.4,54.39488
server7,36.6,28.83584
server7,36.8,57.67168
server7,37.0,28.18048
server7,37.2,28.25664
server7,37.4,58.25088
server7,37.6,28.18048
server7,37.8,57.67168
server7,38.0,28.83584
server7,38.2,57.01632
server7,38.4,28.83584
server7,38.6,54.39488
server7,38.8,28.83584
server7,39.0,57.67168
server7,39.2,28.18048
server7,39.4,57.67168
server7,39.6,26.2144
server7,39.8,57.01632
server7,40.0,28.83584
server7,40.2,56.6688
server7,40.4,29.18336
server7,40.6,55.05024
server7,40.8,28.18048
server7,41.0,57.67168
server7,41.2,28.83584
server7,41.4,57.01632
server7,41.6,28.83584
server7,41.8,54.39488
server7,42.0,28.83584
server7,42.2,57.01632
server7,42.4,28.93344
server7,42.6,28.83584
server7,42.8,55.05024
server7,43.0,57.01632
server7,43.2,28.83584
server7,43.4,28.18048
server7,43.6,57.71136
server7,43.8,28.83584
server7,44.0,54.39488
server7,44.2,28.83584
server7,44.4,57.67168
server7,44.6,28.18048
server7,44.8,57.67168
server7,45.0,28.83584
server8,0.2,81.62176
server8,0.4,0.65536
server8,0.6,0.65536
server8,0.8,0.65536
server8,1.0,0.65536
server8,1.2,0.65536
server8,1.4,0.65536
server8,1.6,0.65536
server8,1.8,0.65536
server8,2.0,0.65536
server8,2.2,0.65536
server8,2.4,0.65536
server8,2.6,0.65536
server8,2.8,0.65536
server8,3.0,0.65536
server8,3.2,0.65536
server8,3.4,0.65536
server8,3.6,10.48576
server8,3.8,0.65536
server8,4.0,0.65536
server8,4.2,0.65536
server8,4.4,0.65536
server8,4.6,0.65536
server8,4.8,0.65536
server8,5.0,0.65536
server8,5.2,0.65536
server8,5.4,0.65536
server8,5.6,0.65536
server8,5.8,0.65536
server8,6.0,0.65536
server8,6.2,0.65536
server8,6.4,12.45184
server8,6.6,0.65536
server8,6.8,0.65536
server8,7.0,0.65536
server8,7.2,0.65536
server8,7.4,0.65536
server8,7.6,0.65536
server8,7.8,0.65536
server8,8.0,0.65536
server8,8.2,0.65536
server8,8.4,15.07328
server8,8.6,0.65536
server8,8.8,0.65536
server8,9.0,0.65536
server8,9.2,0.65536
server8,9.4,18.35008
server8,9.6,0.65536
server8,9.8,0.65536
server8,10.0,18.36832
server8,10.2,1.29248
server8,10.4,20.31616
server8,10.6,0.65536
server8,10.8,0.65536
server8,11.0,19.6608
server8,11.2,0.65536
server8,11.4,19.6608
server8,11.6,0.65536
server8,11.8,41.84864
server8,12.0,0.65536
server8,12.2,20.31616
server8,12.4,0.65536
server8,12.6,20.31616
server8,12.8,20.97152
server8,13.0,13.76256
server8,13.2,7.20896
server8,13.4,20.31616
server8,13.6,20.97152
server8,13.8,20.97152
server8,14.0,20.97152
server8,14.2,47.7168
server8,14.4,20.31616
server8,14.6,41.94304
server8,14.8,20.97152
server8,15.0,41.28768
server8,15.2,20.97152
server8,15.4,41.94304
server8,15.6,20.50816
server8,15.8,41.75104
server8,16.0,41.8272
server8,16.2,42.05888
server8,16.4,41.28768
server8,16.6,41.94304
server8,16.8,42.56192
server8,17.0,84.66048
server8,17.2,41.57728
server8,17.4,0.65536
server8,17.6,19.6608
server8,17.8,43.21728
server8,18.0,20.31616
server8,18.2,0.65536
server8,18.4,43.4704
server8,18.6,20.31616
server8,18.8,0.65536
server8,19.0,23.44384
server8,19.2,20.31616
server8,19.4,0.65536
server8,19.6,22.63296
server8,19.8,0.65536
server8,20.0,19.6608
server8,20.2,20.97152
server8,20.4,0.65536
server8,20.6,20.20032
server8,20.8,0.65536
server8,21.0,19.77664
server8,21.2,0.65536
server8,21.4,21.47456
server8,21.6,20.97152
server8,21.8,0.65536
server8,22.0,19.6608
server8,22.2,20.97152
server8,22.4,20.85568
server8,22.6,0.65536
server8,22.8,20.432
server8,23.0,20.97152
server8,23.2,0.65536
server8,23.4,19.13952
server8,23.6,21.4928
server8,23.8,20.97152
server8,24.0,0.65536
server8,24.2,19.6608
server8,24.4,22.24576
server8,24.6,20.31616
server8,24.8,0.65536
server8,25.0,20.31616
server8,25.2,20.97152
server8,25.4,0.65536
server8,25.6,20.31616
server8,25.8,20.97152
server8,26.0,20.97152
server8,26.2,20.31616
server8,26.4,0.65536
server8,26.6,20.31616
server8,26.8,20.97152
server8,27.0,0.65536
server8,27.2,20.31616
server8,27.4,20.97152
server8,27.6,20.31616
server8,27.8,20.97152
server8,28.0,0.65536
server8,28.2,20.31616
server8,28.4,20.97152
server8,28.6,20.97152
server8,28.8,0.65536
server8,29.0,20.31616
server8,29.2,20.31616
server8,29.4,20.97152
server8,29.6,20.97152
server8,29.8,0.65536
server8,30.0,20.31616
server8,30.2,20.9136
server8,30.4,20.37408
server8,30.6,0.65536
server8,30.8,20.31616
server8,31.0,20.97152
server8,31.2,20.97152
server8,31.4,20.97152
server8,31.6,20.97152
server8,31.8,20.31616
server8,32.0,20.97152
server8,32.2,0.65536
server8,32.4,20.31616
server8,32.6,41.94304
server8,32.8,20.31616
server8,33.0,20.97152
server8,33.2,20.97152
server8,33.4,20.97152
server8,33.6,20.97152
server8,33.8,20.97152
server8,34.0,20.02656
server8,34.2,41.57728
server8,34.4,20.9136
server8,34.6,22.24576
server8,34.8,41.056
server8,35.0,21.2032
server8,35.2,41.94304
server8,35.4,20.31616
server8,35.6,41.65344
server8,35.8,21.26112
server8,36.0,41.94304
server8,36.2,41.28768
server8,36.4,41.88512
server8,36.6,21.02944
server8,36.8,41.28768
server8,37.0,40.88224
server8,37.2,43.10144
server8,37.4,41.28768
server8,37.6,41.94304
server8,37.8,58.9824
server8,38.0,44.44864
server8,38.2,21.3008
server8,38.4,0.65536
server8,38.6,19.8528
server8,38.8,43.89408
server8,39.0,20.31616
server8,39.2,0.65536
server8,39.4,65.58208
server8,39.6,0.65536
server8,39.8,19.6608
server8,40.0,23.40416
server8,40.2,0.65536
server8,40.4,1.23456
server8,40.6,19.6608
server8,40.8,20.97152
server8,41.0,20.97152
server8,41.2,0.65536
server8,41.4,19.3712
server8,41.6,21.26112
server8,41.8,0.65536
server8,42.0,20.31616
server8,42.2,20.97152
server8,42.4,0.65536
server8,42.6,20.20032
server8,42.8,20.432
server8,43.0,0.65536
server8,43.2,20.31616
server8,43.4,0.65536
server8,43.6,20.31616
server8,43.8,20.97152
server8,44.0,0.65536
server8,44.2,20.31616
server8,44.4,19.67904
server8,44.6,21.60864
server8,44.8,0.65536
server8,45.0,20.31616
server9,0.2,73.89152
server9,0.4,0.65536
server9,0.6,0.65536
server9,0.8,0.65536
server9,1.0,0.65536
server9,1.2,0.65536
server9,1.4,0.65536
server9,1.6,0.65536
server9,1.8,13.76256
server9,2.0,0.65536
server9,2.2,0.65536
server9,2.4,0.65536
server9,2.6,0.65536
server9,2.8,0.65536
server9,3.0,0.65536
server9,3.2,0.65536
server9,3.4,0.65536
server9,3.6,0.65536
server9,3.8,12.45184
server9,4.0,0.65536
server9,4.2,0.65536
server9,4.4,0.65536
server9,4.6,0.65536
server9,4.8,0.65536
server9,5.0,15.07328
server9,5.2,0.65536
server9,5.4,0.65536
server9,5.6,0.65536
server9,5.8,0.65536
server9,6.0,15.72864
server9,6.2,0.65536
server9,6.4,0.65536
server9,6.6,0.65536
server9,6.8,16.32608
server9,7.0,0.65536
server9,7.2,0.65536
server9,7.4,0.65536
server9,7.6,15.07328
server9,7.8,0.65536
server9,8.0,0.65536
server9,8.2,18.19776
server9,8.4,0.65536
server9,8.6,0.65536
server9,8.8,17.03936
server9,9.0,0.65536
server9,9.2,17.69472
server9,9.4,18.17632
server9,9.6,0.82912
server9,9.8,17.46304
server9,10.0,0.65536
server9,10.2,17.27104
server9,10.4,18.35008
server9,10.6,0.65536
server9,10.8,17.69472
server9,11.0,18.35008
server9,11.2,54.95584
server9,11.4,0.88704
server9,11.6,36.0448
server9,11.8,18.35008
server9,12.0,18.35008
server9,12.2,18.35008
server9,12.4,36.0448
server9,12.6,18.35008
server9,12.8,36.70016
server9,13.0,36.0448
server9,13.2,37.2032
server9,13.4,18.408
server9,13.6,73.07424
server9,13.8,36.41056
server9,14.0,37.55072
server9,14.2,36.0448
server9,14.4,55.05024
server9,14.6,36.12096
server9,14.8,36.624
server9,15.0,55.94048
server9,15.2,18.35008
server9,15.4,36.0448
server9,15.6,18.35008
server9,15.8,37.37696
server9,16.0,17.69472
server9,16.2,18.58176
server9,16.4,0.24992
server9,16.6,19.24032
server9,16.8,18.17632
server9,17.0,18.52384
server9,17.2,0.65536
server9,17.4,17.69472
server9,17.6,18.35008
server9,17.8,0.65536
server9,18.0,17.69472
server9,18.2,17.69472
server9,18.4,18.35008
server9,18.6,18.35008
server9,18.8,0.65536
server9,19.0,17.23136
server9,19.2,18.81344
server9,19.4,18.35008
server9,19.6,17.69472
server9,19.8,18.35008
server9,20.0,0.65536
server9,20.2,35.38944
server9,20.4,0.65536
server9,20.6,18.91104
server9,20.8,18.35008
server9,21.0,17.69472
server9,21.2,18.35008
server9,21.4,18.35008
server9,21.6,18.17632
server9,21.8,18.52384
server9,22.0,18.35008
server9,22.2,18.35008
server9,22.4,17.40512
server9,22.6,0.65536
server9,22.8,17.98432
server9,23.0,18.35008
server9,23.2,18.35008
server9,23.4,18.35008
server9,23.6,18.17632
server9,23.8,17.86848
server9,24.0,18.35008
server9,24.2,18.35008
server9,24.4,18.35008
server9,24.6,18.35008
server9,24.8,18.35008
server9,25.0,17.0576
server9,25.2,18.9872
server9,25.4,18.35008
server9,25.6,17.69472
server9,25.8,19.5664
server9,26.0,18.35008
server9,26.2,17.69472
server9,26.4,18.35008
server9,26.6,18.35008
server9,26.8,18.35008
server9,27.0,18.35008
server9,27.2,18.35008
server9,27.4,17.69472
server9,27.6,18.35008
server9,27.8,36.46848
server9,28.0,18.58176
server9,28.2,18.35008
server9,28.4,36.0448
server9,28.6,18.35008
server9,28.8,18.35008
server9,29.0,36.70016
server9,29.2,18.35008
server9,29.4,35.92896
server9,29.6,18.46592
server9,29.8,37.26112
server9,30.0,36.0448
server9,30.2,18.17632
server9,30.4,36.87392
server9,30.6,36.70016
server9,30.8,36.0448
server9,31.0,36.0448
server9,31.2,37.56896
server9,31.4,54.04736
server9,31.6,37.04768
server9,31.8,36.70016
server9,32.0,36.0448
server9,32.2,55.6112
server9,32.4,36.0448
server9,32.6,36.70016
server9,32.8,54.39488
server9,33.0,17.52096
server9,33.2,18.04224
server9,33.4,38.53536
server9,33.6,38.90112
server9,33.8,17.03936
server9,34.0,1.0608
server9,34.2,19.9536
server9,34.4,18.35008
server9,34.6,18.35008
server9,34.8,18.35008
server9,35.0,17.71296
server9,35.2,36.68192
server9,35.4,18.00256
server9,35.6,18.6976
server9,35.8,18.35008
server9,36.0,18.35008
server9,36.2,18.35008
server9,36.4,36.0448
server9,36.6,18.35008
server9,36.8,18.35008
server9,37.0,18.35008
server9,37.2,18.35008
server9,37.4,35.40768
server9,37.6,18.9872
server9,37.8,18.35008
server9,38.0,36.70016
server9,38.2,17.03936
server9,38.4,19.91392
server9,38.6,18.35008
server9,38.8,36.70016
server9,39.0,18.35008
server9,39.2,18.35008
server9,39.4,36.0448
server9,39.6,17.69472
server9,39.8,19.21888
server9,40.0,36.70016
server9,40.2,17.57888
server9,40.4,18.46592
server9,40.6,18.35008
server9,40.8,36.70016
server9,41.0,18.35008
server9,41.2,17.69472
server9,41.4,36.70016
server9,41.6,17.69472
server9,41.8,19.5664
server9,42.0,36.0448
server9,42.2,17.69472
server9,42.4,19.33472
server9,42.6,36.70016
server9,42.8,18.1184
server9,43.0,17.81056
server9,43.2,36.816
server9,43.4,18.35008
server9,43.6,18.35008
server9,43.8,36.70016
server9,44.0,17.69472
server9,44.2,36.70016
server9,44.4,18.35008
server9,44.6,18.35008
server9,44.8,36.0448
server9,45.0,17.77088
server10,0.2,95.896
server10,0.4,30.80192
server10,0.6,223.53216
server10,0.8,41.71136
server10,1.0,41.28768
server10,1.2,44.79616
server10,1.4,44.39072
server10,1.6,44.08288
server10,1.8,41.94304
server10,2.0,41.28768
server10,2.2,44.56448
server10,2.4,44.56448
server10,2.6,43.90912
server10,2.8,41.94304
server10,3.0,41.94304
server10,3.2,43.90912
server10,3.4,44.44864
server10,3.6,44.02496
server10,3.8,43.90912
server10,4.0,0.65536
server10,4.2,45.80224
server10,4.4,43.90912
server10,4.6,44.56448
server10,4.8,0.65536
server10,5.0,42.5984
server10,5.2,43.21728
server10,5.4,0.65536
server10,5.6,41.28768
server10,5.8,41.11392
server10,6.0,44.6224
server10,6.2,0.65536
server10,6.4,43.96704
server10,6.6,43.96704
server10,6.8,41.94304
server10,7.0,41.28768
server10,7.2,0.65536
server10,7.4,43.25376
server10,7.6,44.73824
server10,7.8,44.4304
server10,8.0,41.8272
server10,8.2,0.65536
server10,8.4,41.3456
server10,8.6,43.67744
server10,8.8,44.79616
server10,9.0,43.96704
server10,9.2,41.94304
server10,9.4,41.94304
server10,9.6,0.65536
server10,9.8,43.25376
server10,10.0,44.56448
server10,10.2,43.25376
server10,10.4,43.10144
server10,10.6,42.05888
server10,10.8,41.28768
server10,11.0,0.65536
server10,11.2,43.90912
server10,11.4,44.56448
server10,11.6,43.90912
server10,11.8,41.94304
server10,12.0,41.28768
server10,12.2,44.56448
server10,12.4,44.56448
server10,12.6,43.90912
server10,12.8,41.94304
server10,13.0,41.94304
server10,13.2,43.90912
server10,13.4,0.65536
server10,13.6,43.90912
server10,13.8,43.25376
server10,14.0,43.2752
server10,14.2,41.88512
server10,14.4,41.3456
server10,14.6,44.56448
server10,14.8,43.25376
server10,15.0,45.31744
server10,15.2,41.59552
server10,15.4,41.6352
server10,15.6,44.56448
server10,15.8,44.56448
server10,16.0,43.90912
server10,16.2,0.65536
server10,16.4,41.28768
server10,16.6,41.28768
server10,16.8,44.56448
server10,17.0,44.56448
server10,17.2,43.90912
server10,17.4,41.94304
server10,17.6,41.65344
server10,17.8,44.08288
server10,18.0,44.68032
server10,18.2,0.65536
server10,18.4,42.5984
server10,18.6,43.2752
server10,18.8,0.65536
server10,19.0,41.28768
server10,19.2,43.90912
server10,19.4,44.56448
server10,19.6,43.50368
server10,19.8,1.0608
server10,20.0,43.90912
server10,20.2,41.65344
server10,20.4,41.57728
server10,20.6,44.56448
server10,20.8,43.90912
server10,21.0,44.95168
server10,21.2,0.65536
server10,21.4,41.28768
server10,21.6,41.28768
server10,21.8,44.56448
server10,22.0,44.56448
server10,22.2,43.90912
server10,22.4,41.94304
server10,22.6,41.76928
server10,22.8,41.056
server10,23.0,44.96992
server10,23.2,0.65536
server10,23.4,42.7904
server10,23.6,44.96992
server10,23.8,42.00096
server10,24.0,43.50368
server10,24.2,44.96992
server10,24.4,43.32992
server10,24.6,45.14368
server10,24.8,41.94304
server10,25.0,41.28768
server10,25.2,0.65536
server10,25.4,43.73536
server10,25.6,44.73824
server10,25.8,43.90912
server10,26.0,41.94304
server10,26.2,40.94016
server10,26.4,44.912
server10,26.6,43.98528
server10,26.8,44.48832
server10,27.0,41.94304
server10,27.2,41.94304
server10,27.4,43.79328
server10,27.6,44.68032
server10,27.8,43.25376
server10,28.0,43.15936
server10,28.2,41.94304
server10,28.4,41.28768
server10,28.6,44.56448
server10,28.8,43.5616
server10,29.0,44.912
server10,29.2,41.94304
server10,29.4,41.28768
server10,29.6,43.90912
server10,29.8,45.4912
server10,30.0,43.79328
server10,30.2,42.05888
server10,30.4,41.28768
server10,30.6,44.56448
server10,30.8,44.56448
server10,31.0,43.25376
server10,31.2,0.65536
server10,31.4,42.73568
server10,31.6,41.94304
server10,31.8,43.90912
server10,32.0,44.56448
server10,32.2,43.25376
server10,32.4,45.7808
server10,32.6,41.94304
server10,32.8,41.056
server10,33.0,44.79616
server10,33.2,43.90912
server10,33.4,44.56448
server10,33.6,41.94304
server10,33.8,41.28768
server10,34.0,44.56448
server10,34.2,0.65536
server10,34.4,43.90912
server10,34.6,43.90912
server10,34.8,0.65536
server10,35.0,41.28768
server10,35.2,41.28768
server10,35.4,44.56448
server10,35.6,0.65536
server10,35.8,43.25376
server10,36.0,44.60416
server10,36.2,41.94304
server10,36.4,0.65536
server10,36.6,41.28768
server10,36.8,43.50368
server10,37.0,44.96992
server10,37.2,43.25376
server10,37.4,43.21728
server10,37.6,41.94304
server10,37.8,0.65536
server10,38.0,43.25376
server10,38.2,44.56448
server10,38.4,43.25376
server10,38.6,45.25952
server10,38.8,41.94304
server10,39.0,0.65536
server10,39.2,40.34272
server10,39.4,44.85408
server10,39.6,44.56448
server10,39.8,43.25376
server10,40.0,42.9856
server10,40.2,40.94016
server10,40.4,44.73824
server10,40.6,0.65536
server10,40.8,44.08288
server10,41.0,43.90912
server10,41.2,41.94304
server10,41.4,41.94304
server10,41.6,43.90912
server10,41.8,44.56448
server10,42.0,43.90912
server10,42.2,41.94304
server10,42.4,41.94304
server10,42.6,40.99808
server10,42.8,42.23264
server10,43.0,43.90912
server10,43.2,44.56448
server10,43.4,41.94304
server10,43.6,41.28768
server10,43.8,0.65536
server10,44.0,43.90912
server10,44.2,44.15904
server10,44.4,44.31456
server10,44.6,41.94304
server10,44.8,41.28768
server10,45.0,44.44864
